                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.54145,                0.57123,                0.37369,                0.81529,                0.99506,                0.99306,                0.99493,                 0.8822,                0.98667,                0.97917,                0.98957,                0.76571,                0.55637,                0.78431,                0.36623,                0.81377,              0.0016898,              0.0016898,              0.0016898
                     49,                0.52383,                0.57094,                0.35938,                0.81233,                0.99842,                0.98264,                0.99466,                0.87652,                0.99489,                0.97917,                0.98832,                0.76902,                0.57908,                0.76867,                0.36914,                0.81663,              0.0016832,              0.0016832,              0.0016832
                     50,                0.52565,                0.57076,                0.35447,                0.81401,                0.98877,                0.98958,                0.99422,                0.87628,                0.98594,                 0.9742,                0.98743,                0.75404,                0.57582,                 0.7896,                0.37176,                0.81082,              0.0016766,              0.0016766,              0.0016766
                     51,                0.52919,                0.57689,                0.35783,                0.80994,                0.99594,                0.98264,                0.99459,                0.87152,                 0.9924,                0.97917,                0.98871,                0.76837,                0.59551,                0.75142,                0.37878,                 0.8106,                0.00167,                0.00167,                0.00167
                     52,                 0.5439,                0.58889,                0.36218,                0.81187,                 0.9848,                0.98264,                 0.9894,                 0.8719,                0.98264,                0.98257,                0.98315,                0.75994,                0.59343,                0.73575,                0.37566,                0.81679,              0.0016634,              0.0016634,              0.0016634
                     53,                0.50898,                0.54074,                0.34366,                0.80853,                0.98608,                0.98958,                0.99465,                0.87758,                0.97942,                0.96875,                0.98501,                0.76553,                0.56485,                  0.838,                0.35175,                0.81662,              0.0016568,              0.0016568,              0.0016568
                     54,                0.51896,                0.56701,                0.35088,                0.80951,                0.99649,                0.98541,                0.99459,                 0.8799,                0.99192,                0.97917,                 0.9905,                0.77241,                0.59621,                0.79475,                0.36634,                0.81675,              0.0016502,              0.0016502,              0.0016502
                     55,                0.53833,                0.58511,                0.36221,                 0.8089,                0.99883,                0.97917,                0.99437,                0.87417,                 0.9886,                0.97222,                0.98292,                0.74489,                0.60883,                0.78746,                0.36605,                0.82052,              0.0016436,              0.0016436,              0.0016436
                     56,                0.53103,                0.57776,                0.35408,                0.80805,                0.98927,                0.99306,                0.99486,                0.87338,                0.98444,                0.98264,                0.98814,                0.76174,                0.57773,                0.78541,                0.36157,                0.81574,               0.001637,               0.001637,               0.001637
                     57,                 0.5138,                0.53663,                0.34735,                0.80657,                0.99303,                0.98957,                0.99171,                 0.8787,                0.98951,                0.98261,                0.98825,                0.76413,                0.57387,                0.85084,                0.36897,                 0.8091,              0.0016304,              0.0016304,              0.0016304
                     58,                0.50999,                0.53937,                0.34466,                0.80863,                 0.9965,                0.98776,                0.99432,                0.87926,                0.99298,                 0.9823,                 0.9903,                0.76815,                0.57796,                0.72565,                0.37866,                0.81582,              0.0016238,              0.0016238,              0.0016238
                     59,                0.51223,                0.55854,                0.35296,                0.80716,                      1,                0.98931,                0.99466,                0.88423,                0.99648,                0.98219,                0.99368,                0.76475,                0.57691,                  0.749,                0.36974,                0.81345,              0.0016172,              0.0016172,              0.0016172
                     60,                0.50398,                0.54968,                 0.3426,                0.80614,                0.99249,                0.98611,                0.99483,                0.87149,                0.98899,                0.98264,                0.99013,                 0.7768,                0.57122,                0.75907,                0.35731,                0.81047,              0.0016106,              0.0016106,              0.0016106
                     61,                0.51776,                0.55497,                0.34698,                0.81116,                0.99016,                0.98611,                0.99372,                0.86417,                0.98938,                0.97065,                0.98683,                0.77858,                0.57844,                0.73867,                 0.3757,                0.82076,               0.001604,               0.001604,               0.001604
                     62,                0.53089,                0.56534,                0.35649,                 0.8099,                0.99412,                0.97569,                0.99346,                0.86544,                0.99058,                0.97222,                0.98693,                0.77884,                0.56746,                0.76114,                0.37383,                0.81547,              0.0015974,              0.0015974,              0.0015974
                     63,                0.50313,                 0.5329,                0.34012,                0.80721,                0.99967,                0.98958,                0.99497,                0.86953,                0.99623,                0.98264,                0.99041,                0.75571,                0.57546,                0.78221,                0.34932,                0.81043,              0.0015908,              0.0015908,              0.0015908
                     64,                0.49298,                0.53154,                0.33162,                0.80442,                0.99944,                0.98264,                0.99457,                0.88584,                0.99646,                0.97723,                0.99118,                0.78767,                0.55194,                 0.6746,                0.35154,                 0.8081,              0.0015842,              0.0015842,              0.0015842
                     65,                0.52033,                0.57349,                0.34775,                0.80781,                 0.9965,                0.98841,                0.99194,                0.87908,                0.99199,                0.98264,                0.99002,                0.75721,                0.54624,                0.74108,                 0.3508,                0.81459,              0.0015776,              0.0015776,              0.0015776
                     66,                0.51396,                0.54572,                0.34172,                0.80548,                 0.9981,                0.98264,                0.99359,                0.88263,                 0.9944,                0.97569,                0.98831,                 0.7603,                0.56675,                0.72864,                0.36178,                0.80818,               0.001571,               0.001571,               0.001571
                     67,                0.52414,                0.55844,                0.34718,                0.80574,                0.99649,                0.98481,                0.99309,                0.87948,                0.98595,                0.97439,                0.98489,                0.76052,                0.56674,                0.80287,                 0.3655,                0.81815,              0.0015644,              0.0015644,              0.0015644
                     68,                0.50441,                0.52222,                0.33577,                0.80621,                0.99432,                0.96528,                0.99407,                0.87231,                0.97994,                0.95139,                0.98415,                 0.7561,                0.55469,                0.89416,                0.35052,                0.81458,              0.0015578,              0.0015578,              0.0015578
                     69,                0.51126,                0.54035,                0.33894,                0.80717,                0.99651,                 0.9915,                0.99497,                0.87714,                0.98953,                0.98456,                0.98916,                0.78271,                0.58589,                 0.7812,                0.35687,                 0.8146,              0.0015512,              0.0015512,              0.0015512
                     70,                0.50071,                0.54074,                0.33795,                0.80764,                0.99882,                0.98958,                0.99479,                0.88023,                 0.9929,                0.97917,                0.98935,                0.75445,                0.56283,                 0.7799,                0.35134,                0.81391,              0.0015446,              0.0015446,              0.0015446
                     71,                0.50878,                0.55176,                0.34082,                0.80538,                0.99917,                0.98958,                0.99486,                0.87912,                0.99466,                0.98264,                0.98931,                0.76801,                 0.5357,                0.73299,                0.34172,                0.81436,               0.001538,               0.001538,               0.001538
                     72,                0.49022,                0.51649,                0.33153,                0.80432,                0.99883,                0.98958,                0.99189,                0.89039,                0.98907,                0.97917,                0.98748,                0.77326,                0.55168,                0.74917,                0.34507,                0.81017,              0.0015314,              0.0015314,              0.0015314
                     73,                0.50684,                0.55183,                0.33727,                0.80621,                 0.9961,                0.98958,                0.99463,                0.88336,                0.98591,                0.97184,                 0.9846,                0.75304,                0.55456,                0.81475,                0.34006,                0.81401,              0.0015248,              0.0015248,              0.0015248
                     74,                0.51652,                0.55934,                0.33975,                0.80823,                0.99304,                0.99146,                0.99475,                0.88107,                0.98493,                0.98264,                0.98779,                0.75476,                0.56493,                0.76922,                0.35019,                0.81198,              0.0015182,              0.0015182,              0.0015182
                     75,                0.49967,                 0.5424,                0.33313,                 0.8069,                      1,                0.98836,                 0.9949,                0.89138,                0.99649,                0.98489,                0.99089,                0.77303,                0.54589,                 0.7421,                0.34688,                 0.8147,              0.0015116,              0.0015116,              0.0015116
                     76,                0.52629,                0.54786,                 0.3385,                0.80644,                0.98952,                0.98333,                0.99407,                0.87927,                0.98952,                0.98333,                0.99368,                0.75348,                  0.584,                0.71063,                0.37048,                0.80779,               0.001505,               0.001505,               0.001505
                     77,                0.52821,                0.55676,                0.34538,                0.81104,                0.98614,                0.98841,                0.99101,                0.88562,                0.98261,                0.98107,                0.98708,                0.76888,                0.57663,                0.71496,                0.35591,                0.81216,              0.0014984,              0.0014984,              0.0014984
                     78,                0.48379,                0.51018,                0.32776,                0.80462,                0.98884,                0.99306,                0.99472,                0.89084,                0.99561,                0.98611,                0.99406,                0.76844,                0.51886,                0.69506,                0.33282,                0.80771,              0.0014918,              0.0014918,              0.0014918
                     79,                0.49801,                0.53633,                0.32646,                0.80705,                0.99561,                0.98611,                0.99427,                 0.8955,                0.99561,                0.98611,                0.99385,                0.78345,                0.53869,                0.73453,                0.33532,                0.80671,              0.0014852,              0.0014852,              0.0014852
                     80,                0.49768,                0.54853,                0.32988,                 0.8081,                      1,                 0.9924,                  0.995,                0.89763,                0.99649,                0.98546,                0.99231,                0.77963,                0.52582,                0.71466,                0.32866,                 0.8087,              0.0014786,              0.0014786,              0.0014786
                     81,                0.48439,                0.53757,                0.32671,                0.80624,                0.99869,                0.98958,                0.99486,                0.89132,                0.99295,                0.97817,                0.98908,                0.79007,                0.58106,                0.76579,                0.32975,                0.81655,               0.001472,               0.001472,               0.001472
                     82,                0.48189,                0.53758,                0.32616,                0.80182,                0.98851,                0.99306,                0.99472,                0.88866,                0.98954,                0.98589,                0.98941,                0.78412,                0.56139,                0.68765,                 0.3495,                 0.8111,              0.0014654,              0.0014654,              0.0014654
                     83,                0.50022,                0.53788,                 0.3325,                0.80699,                0.99624,                0.98264,                0.99101,                0.89241,                0.99272,                0.97917,                0.98835,                0.76686,                0.54126,                 0.7086,                0.34249,                0.80936,              0.0014588,              0.0014588,              0.0014588
                     84,                0.48744,                0.53451,                0.32672,                0.80175,                0.99959,                0.98611,                0.99055,                0.88242,                0.99293,                0.97543,                0.98471,                0.77122,                0.55522,                  0.697,                0.35398,                0.80807,              0.0014522,              0.0014522,              0.0014522
                     85,                0.48403,                0.54141,                0.32381,                0.80437,                0.99588,                0.98611,                0.99039,                 0.8884,                0.99237,                0.98264,                0.98851,                 0.7715,                0.54462,                0.68032,                0.34242,                 0.8097,              0.0014456,              0.0014456,              0.0014456
                     86,                0.49121,                 0.5256,                0.32316,                 0.8054,                  0.993,                0.98471,                0.99401,                0.87511,                0.98599,                0.97776,                0.98461,                0.76727,                0.55415,                0.72102,                0.36376,                0.81336,               0.001439,               0.001439,               0.001439
                     87,                0.49715,                0.52964,                0.32885,                0.80633,                0.99275,                0.98611,                 0.9944,                 0.8823,                0.98223,                0.97569,                0.98285,                0.77352,                0.56658,                0.73716,                0.35166,                0.81168,              0.0014324,              0.0014324,              0.0014324
                     88,                0.49161,                0.54401,                 0.3296,                0.80451,                0.98611,                0.98582,                0.99096,                0.88065,                0.98211,                0.97917,                0.98799,                0.77997,                 0.5635,                0.80689,                0.35432,                0.81431,              0.0014258,              0.0014258,              0.0014258
                     89,                0.51394,                0.55387,                0.33141,                0.80684,                0.99649,                0.98611,                 0.9945,                0.89295,                0.99296,                0.97907,                0.98848,                0.77823,                0.54774,                0.76668,                0.34811,                0.80996,              0.0014192,              0.0014192,              0.0014192
                     90,                0.49642,                0.53677,                0.32688,                0.80634,                0.99632,                0.97917,                0.99003,                0.89063,                0.98925,                0.97222,                0.98129,                 0.7723,                0.54864,                0.73177,                0.34784,                0.81194,              0.0014126,              0.0014126,              0.0014126
                     91,                0.48778,                 0.5201,                 0.3234,                0.80444,                 0.9924,                0.98958,                0.99211,                0.88585,                0.98943,                0.97469,                0.98469,                0.77067,                0.53606,                0.72345,                 0.3422,                0.80762,               0.001406,               0.001406,               0.001406
                     92,                0.46786,                0.50166,                0.31249,                0.80191,                      1,                 0.9893,                0.99497,                0.88041,                0.99298,                0.98235,                 0.9904,                0.76766,                0.55085,                 0.7491,                0.35077,                0.81109,              0.0013994,              0.0013994,              0.0013994
                     93,                0.50718,                0.53845,                0.33263,                0.80562,                0.98963,                0.99306,                0.99486,                0.89097,                0.98963,                0.99306,                0.99486,                0.79121,                0.54152,                0.70515,                 0.3293,                0.80602,              0.0013928,              0.0013928,              0.0013928
                     94,                0.51336,                0.52886,                0.33081,                0.80547,                0.99133,                0.98264,                0.99392,                0.90239,                0.98425,                0.97569,                 0.9888,                0.78222,                0.55582,                0.73036,                0.33707,                0.80699,              0.0013862,              0.0013862,              0.0013862
                     95,                0.47826,                0.50443,                0.32386,                0.80274,                0.99304,                 0.9912,                0.99444,                0.89937,                0.98956,                0.98773,                0.99395,                0.78682,                0.53631,                 0.6874,                0.33963,                0.80942,              0.0013796,              0.0013796,              0.0013796
                     96,                0.46602,                0.51342,                0.31644,                0.79766,                0.99951,                0.97917,                0.99414,                0.89203,                0.99241,                0.97222,                0.99183,                0.78301,                0.55428,                0.69989,                0.33865,                0.81146,               0.001373,               0.001373,               0.001373
                     97,                 0.4899,                0.51786,                0.32052,                0.80337,                 0.9961,                0.98611,                0.99434,                0.88885,                0.98943,                0.97547,                0.98842,                0.79125,                0.55442,                  0.676,                0.34044,                 0.8128,              0.0013664,              0.0013664,              0.0013664
                     98,                0.48137,                0.53293,                0.31724,                 0.8026,                0.99139,                0.98611,                0.99476,                0.89329,                 0.9827,                 0.9859,                0.98891,                0.79333,                0.53481,                0.68464,                0.33435,                0.80911,              0.0013598,              0.0013598,              0.0013598
                     99,                 0.4711,                0.52122,                0.31468,                0.80148,                0.99304,                0.99071,                 0.9949,                0.89313,                0.97912,                0.97683,                0.98811,                0.78666,                 0.5327,                0.71651,                0.32958,                0.80917,              0.0013532,              0.0013532,              0.0013532
                    100,                0.47468,                0.51958,                0.31531,                0.80154,                0.99246,                0.99306,                0.99472,                0.89931,                0.98552,                0.98611,                0.99325,                0.78297,                0.51718,                0.71328,                0.32267,                0.80547,              0.0013466,              0.0013466,              0.0013466
                    101,                0.46808,                0.50044,                0.31105,                0.80571,                0.98961,                0.99257,                0.99448,                0.89466,                0.98263,                 0.9824,                0.99336,                0.77583,                0.54074,                 0.7521,                0.33057,                0.80801,                0.00134,                0.00134,                0.00134
                    102,                0.48119,                 0.5183,                 0.3153,                0.80317,                0.98567,                0.99306,                0.99444,                0.89003,                 0.9965,                 0.9891,                0.99483,                0.78293,                 0.5405,                0.74236,                0.32666,                0.81202,              0.0013334,              0.0013334,              0.0013334
                    103,                 0.4885,                 0.5374,                 0.3172,                0.80103,                      1,                0.98937,                0.99493,                0.90663,                0.99913,                0.98611,                 0.9949,                0.80213,                0.53003,                0.65565,                0.32243,                0.80901,              0.0013268,              0.0013268,              0.0013268
                    104,                0.46694,                0.50511,                0.30874,                0.80111,                0.99273,                0.99306,                0.99479,                0.90113,                  0.986,                0.97791,                0.99202,                0.78921,                 0.5265,                0.76356,                0.32439,                 0.8074,              0.0013202,              0.0013202,              0.0013202
                    105,                   0.47,                0.51335,                0.30913,                0.79942,                0.99303,                0.98872,                0.99452,                0.89375,                0.98465,                0.97917,                0.99076,                0.78192,                0.53559,                0.73326,                0.33107,                 0.8085,              0.0013136,              0.0013136,              0.0013136
                    106,                0.47546,                0.51831,                0.30814,                0.80089,                0.98899,                      1,                0.99479,                  0.887,                 0.9752,                0.98611,                0.98919,                0.78638,                0.54046,                0.81328,                 0.3403,                0.81273,               0.001307,               0.001307,               0.001307
                    107,                0.47862,                0.50918,                0.31109,                0.80135,                0.98405,                0.99653,                0.99483,                0.89711,                0.98958,                0.98908,                0.99458,                 0.7966,                0.51661,                0.74931,                0.31172,                0.80503,              0.0013004,              0.0013004,              0.0013004
                    108,                 0.4679,                0.51483,                 0.3086,                0.80072,                0.99289,                0.99653,                0.99493,                 0.8935,                 0.9953,                0.98264,                0.99217,                0.78709,                0.53573,                0.67824,                 0.3274,                0.80876,              0.0012938,              0.0012938,              0.0012938
                    109,                0.47011,                 0.5106,                0.30878,                0.80189,                0.98909,                0.97222,                0.99402,                0.88448,                0.98892,                0.95833,                0.98447,                0.77023,                0.55694,                0.81194,                0.32834,                0.81339,              0.0012872,              0.0012872,              0.0012872
                    110,                0.47776,                0.53303,                0.30915,                0.79851,                0.99846,                0.99306,                  0.995,                0.90446,                0.98954,                0.98582,                0.99432,                0.78613,                0.50624,                 0.6659,                0.30652,                0.80314,              0.0012806,              0.0012806,              0.0012806
                    111,                0.46702,                0.50801,                0.30042,                0.80339,                0.99651,                0.99196,                0.99493,                0.88595,                0.98894,                0.97917,                0.99094,                 0.7808,                0.55343,                0.68734,                0.32931,                0.81099,               0.001274,               0.001274,               0.001274
