                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                0.44715,                0.45742,                0.29399,                0.79961,                 0.9932,                0.98264,                0.99333,                0.89034,                0.98969,                0.97917,                0.99131,                0.78906,                0.51987,                0.67109,                0.33209,                0.81171,              0.0094704,              0.0094704,              0.0094704
                    109,                0.45709,                0.46603,                0.31082,                0.80266,                0.99454,                0.98264,                0.98992,                0.88615,                  0.984,                0.97222,                0.98422,                0.77812,                0.51924,                0.73938,                0.32274,                0.81443,              0.0094654,              0.0094654,              0.0094654
                    110,                0.45554,                0.47884,                0.29656,                0.79867,                0.99295,                0.97798,                0.98925,                0.89208,                 0.9859,                0.97104,                0.98316,                0.78339,                0.52459,                0.71368,                0.31754,                0.81199,              0.0094605,              0.0094605,              0.0094605
                    111,                0.45405,                0.46352,                0.28776,                0.80277,                0.98787,                0.99306,                0.99483,                 0.9055,                0.99596,                0.97569,                 0.9906,                 0.8026,                0.52352,                0.72931,                0.31383,                0.80764,              0.0094555,              0.0094555,              0.0094555
                    112,                 0.4526,                0.47748,                0.28955,                0.80159,                0.99875,                0.98264,                 0.9947,                0.90363,                0.99522,                0.97917,                0.99278,                 0.7971,                0.49937,                0.71336,                0.30295,                0.80676,              0.0094506,              0.0094506,              0.0094506
                    113,                 0.4535,                0.45739,                 0.3029,                0.79909,                0.99944,                0.98264,                0.99314,                0.90275,                0.99591,                0.97917,                  0.993,                0.79171,                0.51307,                0.68768,                0.31955,                0.81032,              0.0094456,              0.0094456,              0.0094456
                    114,                0.43997,                 0.4505,                0.29575,                0.79698,                0.99651,                0.99261,                0.99497,                0.89815,                0.99267,                0.98611,                0.99303,                0.79284,                0.51362,                0.72082,                0.30004,                0.81464,              0.0094407,              0.0094407,              0.0094407
                    115,                0.43736,                0.44478,                0.29806,                0.80206,                0.99983,                0.98264,                0.99388,                0.89433,                0.99648,                0.98247,                0.99444,                0.79018,                0.50419,                0.70715,                0.31575,                0.81256,              0.0094357,              0.0094357,              0.0094357
                    116,                0.44464,                0.45455,                 0.2957,                0.80314,                      1,                0.99283,                  0.995,                0.90337,                 0.9965,                0.98936,                0.99247,                0.79414,                0.50407,                0.72216,                0.30041,                0.81261,              0.0094307,              0.0094307,              0.0094307
                    117,                 0.4521,                0.46722,                0.29284,                0.79984,                0.99619,                0.99306,                0.99497,                0.89816,                0.99271,                0.98958,                0.99426,                0.78859,                0.52673,                0.74749,                0.31726,                0.81291,              0.0094258,              0.0094258,              0.0094258
                    118,                0.44854,                 0.4517,                0.29567,                0.79783,                0.99653,                 0.9961,                  0.995,                0.89803,                0.99554,                0.98958,                  0.992,                 0.7946,                0.52382,                0.75094,                0.31338,                0.81346,              0.0094208,              0.0094208,              0.0094208
                    119,                0.44129,                0.44756,                0.28877,                0.79786,                      1,                 0.9917,                  0.995,                0.90598,                 0.9965,                0.98829,                0.99358,                0.78883,                0.51485,                0.74262,                0.30636,                0.81036,              0.0094159,              0.0094159,              0.0094159
                    120,                0.45346,                0.47714,                0.29291,                0.79835,                0.99877,                0.98958,                0.99497,                0.90862,                0.99527,                0.98611,                0.99423,                0.80122,                0.49094,                 0.6912,                0.30174,                0.80427,              0.0094109,              0.0094109,              0.0094109
                    121,                0.45471,                0.46059,                0.30339,                0.79999,                      1,                0.99265,                  0.995,                0.90155,                 0.9965,                0.98918,                0.99444,                 0.7975,                0.50403,                 0.7051,                0.31053,                0.81053,               0.009406,               0.009406,               0.009406
                    122,                0.45573,                0.44906,                0.29363,                0.79714,                0.99915,                0.99306,                  0.995,                0.90032,                0.99565,                0.98958,                0.99272,                0.79472,                0.51421,                0.69867,                0.30381,                0.81191,               0.009401,               0.009401,               0.009401
                    123,                0.44491,                 0.4483,                0.29447,                0.79462,                      1,                0.99195,                  0.995,                0.89608,                  0.993,                0.98501,                0.99289,                0.78633,                0.51689,                0.70006,                0.31182,                0.80894,              0.0093961,              0.0093961,              0.0093961
                    124,                0.45557,                0.47827,                0.29854,                0.79937,                      1,                0.98935,                0.99295,                0.90083,                0.99649,                0.98589,                0.99052,                0.79518,                0.53481,                0.74797,                0.31358,                0.80855,              0.0093912,              0.0093912,              0.0093912
                    125,                0.43459,                0.44957,                0.29259,                0.79549,                0.99986,                0.98958,                0.99319,                0.89901,                0.99284,                0.98264,                0.98942,                0.78552,                0.51332,                0.77047,                 0.3182,                0.81003,              0.0093862,              0.0093862,              0.0093862
                    126,                0.45852,                0.45498,                0.31005,                0.80159,                 0.9964,                0.98958,                0.99479,                0.91329,                0.99594,                0.98958,                0.99294,                0.79687,                0.48101,                0.68851,                0.29224,                0.80528,              0.0093813,              0.0093813,              0.0093813
                    127,                0.44697,                0.45342,                0.29632,                0.79892,                0.98813,                0.98958,                0.99458,                0.90144,                 0.9812,                0.98264,                0.98936,                 0.7808,                0.50635,                0.75385,                 0.3016,                0.80735,              0.0093763,              0.0093763,              0.0093763
                    128,                0.44169,                0.44255,                0.29906,                0.79871,                0.99931,                0.98611,                0.99473,                0.89764,                0.99931,                0.98611,                0.99473,                0.78624,                0.48914,                0.71105,                0.30641,                0.80574,              0.0093714,              0.0093714,              0.0093714
                    129,                0.44226,                0.45039,                0.29109,                0.79949,                0.99962,                0.98611,                0.99264,                0.90389,                0.99607,                0.98264,                0.99236,                0.79767,                0.50729,                0.73521,                0.30328,                0.81237,              0.0093664,              0.0093664,              0.0093664
                    130,                0.43467,                 0.4497,                0.29068,                0.79755,                0.99651,                0.99054,                0.99497,                 0.8998,                0.99301,                0.98707,                0.99202,                0.79268,                 0.5097,                0.68091,                0.32512,                0.81251,              0.0093615,              0.0093615,              0.0093615
                    131,                0.44658,                0.45897,                0.29953,                0.79922,                      1,                0.98565,                0.99457,                0.88668,                0.99295,                 0.9787,                0.98793,                0.77245,                0.53586,                0.71373,                0.32243,                 0.8162,              0.0093565,              0.0093565,              0.0093565
                    132,                0.45448,                0.45844,                0.29877,                0.80075,                0.99822,                0.98958,                0.99284,                0.89285,                0.99459,                0.98611,                0.99072,                0.79386,                0.52364,                0.69747,                0.31117,                0.81131,              0.0093516,              0.0093516,              0.0093516
                    133,                0.44086,                0.46282,                0.29059,                0.79864,                0.99973,                0.98958,                0.99486,                0.89896,                 0.9927,                0.98264,                0.99042,                0.81316,                0.53129,                0.67407,                0.31192,                0.81222,              0.0093466,              0.0093466,              0.0093466
                    134,                0.45951,                0.46238,                 0.2917,                0.79761,                0.99926,                0.97917,                 0.9945,                0.90346,                0.99217,                0.97222,                0.98904,                0.79093,                0.50955,                0.72422,                0.31286,                0.80969,              0.0093416,              0.0093416,              0.0093416
                    135,                 0.4369,                0.46281,                0.28601,                 0.7984,                0.99564,                0.97917,                0.99072,                0.88957,                0.98858,                0.97222,                0.98652,                0.77544,                0.52229,                0.80724,                0.32713,                0.81269,              0.0093367,              0.0093367,              0.0093367
                    136,                0.43905,                0.44933,                0.29428,                0.79798,                0.98954,                0.98555,                0.99378,                 0.9011,                0.98257,                0.97861,                0.98953,                0.78154,                0.53718,                0.81738,                0.31146,                0.81029,              0.0093317,              0.0093317,              0.0093317
                    137,                0.44992,                0.46882,                0.29094,                0.79904,                0.99922,                0.98264,                0.99479,                0.90875,                 0.9957,                0.97917,                0.99081,                0.80198,                0.50823,                0.67646,                 0.3019,                0.80234,              0.0093268,              0.0093268,              0.0093268
                    138,                0.44501,                 0.4471,                0.30481,                0.79519,                 0.9965,                0.98942,                0.99479,                 0.8992,                0.99285,                0.98264,                0.99087,                0.79977,                 0.5311,                 0.7214,                0.30665,                0.80894,              0.0093219,              0.0093219,              0.0093219
                    139,                0.44588,                0.45661,                0.29668,                0.79894,                      1,                0.98526,                0.99469,                0.90244,                0.99596,                0.97917,                0.98911,                0.79284,                0.51514,                0.71049,                0.29711,                0.81384,              0.0093169,              0.0093169,              0.0093169
                    140,                0.45017,                  0.466,                0.28735,                0.80181,                0.99647,                0.99306,                  0.995,                0.89901,                 0.9895,                0.98611,                0.99243,                0.78786,                0.48991,                0.67609,                0.29414,                0.80976,              0.0093119,              0.0093119,              0.0093119
                    141,                0.45041,                0.47517,                0.29396,                0.79878,                0.99651,                0.99265,                0.99497,                0.89532,                0.98257,                0.97876,                0.98879,                0.78452,                0.51111,                 0.6897,                0.30264,                0.81343,               0.009307,               0.009307,               0.009307
                    142,                0.42976,                0.43526,                0.28903,                0.79397,                0.99633,                0.98958,                0.99206,                0.89074,                0.98934,                0.98264,                0.98874,                0.77555,                0.52146,                0.67791,                0.31719,                0.81001,               0.009302,               0.009302,               0.009302
                    143,                0.43311,                0.44034,                0.29965,                0.79869,                 0.9965,                0.98894,                0.98997,                0.90478,                 0.9965,                0.98894,                 0.9918,                0.79958,                0.50406,                0.60531,                0.30022,                0.80781,              0.0092971,              0.0092971,              0.0092971
                    144,                0.43529,                0.45648,                0.28842,                 0.8054,                0.99598,                0.98958,                 0.9914,                0.90565,                0.99598,                0.98958,                0.99255,                0.78817,                0.51223,                0.66362,                0.29755,                0.81052,              0.0092922,              0.0092922,              0.0092922
                    145,                 0.4274,                0.44485,                0.28169,                0.79833,                0.99603,                0.98611,                0.99341,                0.88916,                0.99603,                0.98611,                0.99186,                0.77438,                0.53028,                0.75054,                0.30623,                0.81368,              0.0092872,              0.0092872,              0.0092872
                    146,                0.43247,                0.45249,                 0.2919,                0.80001,                0.99237,                0.98958,                0.99266,                0.90866,                0.98889,                0.98611,                0.99071,                0.79501,                 0.4928,                0.67106,                0.29667,                0.80751,              0.0092823,              0.0092823,              0.0092823
                    147,                0.43143,                0.46013,                0.28167,                0.79859,                0.99614,                0.98958,                 0.9924,                0.90344,                0.98915,                0.98264,                0.98932,                0.78994,                0.49833,                0.67603,                0.28861,                0.80802,              0.0092773,              0.0092773,              0.0092773
                    148,                0.44503,                0.45883,                0.28728,                0.80087,                0.99579,                0.98958,                0.99479,                0.90487,                 0.9923,                0.98611,                0.99184,                0.78062,                0.48896,                0.71626,                0.28631,                0.80695,              0.0092724,              0.0092724,              0.0092724
                    149,                0.43754,                0.44646,                0.28256,                0.79538,                      1,                0.98952,                 0.9949,                0.90652,                0.99298,                0.98258,                0.99065,                0.80512,                0.48967,                0.70363,                0.28798,                0.80615,              0.0092674,              0.0092674,              0.0092674
                    150,                0.43304,                0.44806,                0.28618,                0.79925,                0.99992,                0.97917,                0.99059,                0.89762,                0.99635,                0.97569,                0.98933,                0.78812,                 0.4983,                0.68156,                0.30115,                0.80679,              0.0092625,              0.0092625,              0.0092625
                    151,                0.43558,                0.45458,                0.28456,                0.79811,                0.99921,                0.98611,                0.99291,                0.90679,                0.99569,                0.98264,                 0.9928,                0.79909,                0.47787,                 0.7128,                0.29746,                0.80602,              0.0092575,              0.0092575,              0.0092575
                    152,                0.43145,                0.44227,                0.29411,                0.79842,                0.99648,                0.98258,                0.99479,                0.90526,                0.99296,                0.97911,                0.99094,                0.80309,                0.48433,                0.70461,                0.30851,                0.80501,              0.0092526,              0.0092526,              0.0092526
                    153,                0.42669,                0.44836,                0.29228,                 0.8007,                0.99957,                0.97569,                0.99406,                0.90613,                0.99957,                0.97569,                0.99325,                0.80944,                0.49388,                0.68089,                0.31393,                0.80286,              0.0092476,              0.0092476,              0.0092476
                    154,                0.44022,                 0.4406,                 0.3002,                0.79949,                      1,                0.98551,                0.99493,                0.90956,                0.99648,                0.98204,                0.99103,                0.81244,                0.50082,                 0.6794,                0.29862,                0.80216,              0.0092426,              0.0092426,              0.0092426
                    155,                0.43172,                0.46088,                0.28402,                0.79821,                0.99643,                0.98958,                0.99486,                0.90821,                0.98943,                0.98264,                0.98891,                0.80537,                0.49695,                0.69608,                0.29549,                0.80267,              0.0092377,              0.0092377,              0.0092377
                    156,                0.45331,                0.47948,                0.29977,                0.79767,                0.99329,                0.98611,                0.99483,                0.90363,                 0.9846,                0.98264,                0.98936,                0.80408,                0.51084,                0.73554,                0.29469,                 0.8078,              0.0092327,              0.0092327,              0.0092327
                    157,                0.43049,                0.45132,                 0.2832,                  0.796,                0.99787,                0.98611,                 0.9949,                0.90313,                0.99569,                0.97917,                0.99229,                0.79686,                0.51038,                0.72382,                0.29957,                 0.8065,              0.0092278,              0.0092278,              0.0092278
                    158,                0.43361,                0.45626,                0.28464,                0.79473,                 0.9988,                0.98958,                0.99497,                0.90674,                0.99829,                0.98611,                0.99473,                0.80603,                0.49433,                0.68715,                0.28769,                0.80208,              0.0092229,              0.0092229,              0.0092229
                    159,                0.44488,                0.45342,                0.28673,                 0.7975,                0.99578,                0.98264,                0.99393,                0.90291,                0.99227,                0.97917,                0.98983,                0.79254,                0.51451,                0.66885,                0.30635,                 0.8063,              0.0092179,              0.0092179,              0.0092179
                    160,                0.44148,                0.45243,                0.28433,                0.79783,                0.99274,                0.99306,                0.99388,                0.89743,                0.99301,                0.98589,                0.98945,                0.78242,                0.50585,                0.71451,                  0.296,                0.80477,              0.0092129,              0.0092129,              0.0092129
                    161,                0.43288,                0.45072,                0.28759,                0.79603,                0.99431,                0.98264,                0.99209,                0.90342,                 0.9926,                0.98264,                0.99321,                0.78867,                0.48235,                0.74164,                0.29605,                 0.8024,               0.009208,               0.009208,               0.009208
                    162,                0.43761,                0.46402,                0.28547,                0.79866,                0.99714,                0.98611,                 0.9949,                0.91408,                0.99363,                0.98264,                0.99456,                0.80291,                0.48469,                0.72221,                0.29677,                0.80139,              0.0092031,              0.0092031,              0.0092031
                    163,                0.42291,                0.42775,                0.28496,                0.79985,                0.99596,                0.98958,                0.99341,                0.89669,                0.99244,                0.98611,                0.99106,                0.77489,                0.50782,                0.76222,                0.30754,                0.80611,              0.0091981,              0.0091981,              0.0091981
                    164,                0.43109,                0.44294,                0.29086,                0.79643,                0.99637,                0.98958,                0.99469,                0.90491,                0.98938,                0.98264,                0.98849,                0.79662,                0.51186,                0.75574,                 0.3073,                0.80683,              0.0091932,              0.0091932,              0.0091932
                    165,                0.42757,                0.43462,                0.29874,                0.79895,                0.99911,                0.98611,                0.99322,                0.89555,                0.99911,                0.98611,                0.99322,                0.78578,                0.51282,                0.73669,                0.32005,                0.80943,              0.0091882,              0.0091882,              0.0091882
                    166,                0.42074,                0.44155,                0.28348,                0.79733,                0.99305,                0.99278,                0.99493,                0.89233,                0.98757,                0.98611,                0.99079,                0.78703,                0.51689,                 0.7513,                0.30519,                0.81077,              0.0091833,              0.0091833,              0.0091833
                    167,                0.42808,                0.43258,                0.28262,                0.80023,                      1,                0.98897,                  0.995,                0.89717,                0.99296,                0.97885,                0.98909,                0.78999,                0.50807,                0.76333,                0.30459,                0.80701,              0.0091783,              0.0091783,              0.0091783
                    168,                0.44356,                0.45994,                0.28249,                0.79525,                0.99548,                0.99306,                0.99497,                0.90662,                0.99199,                0.98958,                0.99297,                0.79569,                0.50706,                0.74877,                0.30109,                0.80584,              0.0091734,              0.0091734,              0.0091734
                    169,                 0.4457,                0.46161,                 0.2871,                0.79784,                0.99565,                0.99306,                0.99497,                 0.9042,                0.99217,                0.98958,                0.99278,                0.78437,                0.49509,                0.70429,                0.29353,                0.80712,              0.0091684,              0.0091684,              0.0091684
                    170,                 0.4331,                0.43054,                0.28134,                 0.7951,                0.99974,                0.98611,                0.99234,                0.90571,                0.99974,                0.98611,                 0.9946,                0.79527,                0.49994,                 0.6697,                0.29896,                 0.8052,              0.0091635,              0.0091635,              0.0091635
                    171,                0.44103,                  0.457,                0.28852,                0.79603,                      1,                0.98859,                0.99284,                0.90903,                0.99649,                0.98512,                0.99372,                0.79779,                0.49096,                0.68929,                0.28813,                0.80501,              0.0091585,              0.0091585,              0.0091585
                    172,                0.43948,                0.44927,                0.29353,                0.79907,                      1,                0.98911,                 0.9945,                0.90646,                      1,                0.98911,                0.99271,                0.79726,                0.47708,                0.68776,                0.29617,                 0.8044,              0.0091535,              0.0091535,              0.0091535
                    173,                0.42507,                0.44709,                0.28854,                0.79467,                 0.9965,                0.98921,                0.99302,                0.91068,                0.99868,                0.98264,                  0.991,                0.80104,                0.47631,                0.67416,                0.29243,                0.80544,              0.0091486,              0.0091486,              0.0091486
                    174,                0.41397,                0.43895,                0.27549,                 0.7975,                0.99636,                0.98958,                0.99305,                0.90825,                0.99286,                0.98611,                0.99084,                0.80174,                0.49979,                0.68314,                0.29033,                0.80624,              0.0091436,              0.0091436,              0.0091436
                    175,                0.43298,                0.46285,                0.28239,                0.79926,                      1,                 0.9894,                0.99479,                0.91131,                      1,                 0.9894,                0.99275,                0.80883,                0.49765,                0.65261,                0.28974,                0.80233,              0.0091387,              0.0091387,              0.0091387
                    176,                0.41802,                 0.4318,                0.27991,                0.79859,                0.99859,                0.98958,                0.99291,                0.90964,                0.99859,                0.98958,                 0.9942,                0.80117,                0.50081,                0.67097,                0.30442,                0.80368,              0.0091337,              0.0091337,              0.0091337
                    177,                0.42276,                0.44069,                 0.2924,                0.79823,                0.99628,                0.97917,                0.99076,                0.90052,                0.99422,                0.97569,                 0.9895,                0.79878,                0.50944,                0.68238,                0.31738,                0.80821,              0.0091288,              0.0091288,              0.0091288
                    178,                0.43954,                0.46464,                0.29135,                0.79623,                 0.9965,                 0.9891,                0.99286,                0.90853,                 0.9965,                 0.9891,                0.99286,                0.80267,                0.50385,                0.63594,                0.30873,                0.80728,              0.0091239,              0.0091239,              0.0091239
                    179,                  0.438,                0.43688,                0.28327,                0.79786,                 0.9965,                0.98909,                0.99307,                 0.9046,                  0.993,                0.98561,                0.99093,                0.79237,                0.50797,                0.68974,                0.29698,                0.80856,              0.0091189,              0.0091189,              0.0091189
                    180,                0.42108,                0.42937,                0.28024,                0.79644,                      1,                0.98551,                0.99377,                0.90103,                0.99648,                0.98204,                0.99072,                0.79476,                0.50379,                 0.7009,                0.30604,                0.80688,              0.0091139,              0.0091139,              0.0091139
                    181,                0.42154,                0.44426,                0.28321,                0.79765,                0.99966,                0.98611,                0.99266,                0.90203,                0.99966,                0.98611,                0.99266,                0.79663,                0.49586,                0.71785,                 0.2976,                0.80549,               0.009109,               0.009109,               0.009109
                    182,                0.42309,                0.45069,                0.28634,                0.79869,                0.99919,                0.98958,                0.99271,                0.90676,                0.99951,                0.98264,                0.99271,                0.79435,                0.51091,                0.69943,                0.30348,                0.80507,              0.0091041,              0.0091041,              0.0091041
                    183,                0.42644,                0.43982,                0.27937,                0.79711,                0.99248,                0.99306,                0.99493,                0.91092,                0.99248,                0.99306,                0.99493,                0.79973,                0.50515,                0.68518,                0.29934,                0.80631,              0.0090991,              0.0090991,              0.0090991
                    184,                0.43182,                0.45302,                0.28676,                0.80137,                 0.9992,                0.99306,                  0.995,                0.90305,                0.99221,                0.98611,                0.99025,                0.79682,                0.52151,                0.70988,                0.29949,                0.80786,              0.0090942,              0.0090942,              0.0090942
                    185,                0.42948,                0.46231,                0.28985,                0.79778,                0.99652,                0.99302,                0.99497,                0.89637,                0.99652,                0.99302,                0.99497,                0.79613,                0.52143,                 0.6954,                0.29165,                0.81014,              0.0090892,              0.0090892,              0.0090892
                    186,                0.41594,                0.44125,                0.28458,                 0.7982,                0.99614,                0.98264,                0.99399,                0.89585,                0.99262,                0.97917,                0.98908,                0.78716,                0.52861,                0.70535,                0.31274,                0.80936,              0.0090843,              0.0090843,              0.0090843
                    187,                0.43144,                0.45337,                0.28635,                0.79743,                 0.9924,                0.98958,                 0.9949,                0.89795,                0.98892,                0.98611,                0.98972,                 0.7928,                0.50242,                0.72559,                0.29263,                0.80602,              0.0090793,              0.0090793,              0.0090793
                    188,                0.44175,                0.44827,                0.28719,                0.79442,                0.99911,                0.98958,                0.99483,                0.90281,                0.99287,                0.98611,                0.99041,                0.79698,                0.50097,                0.69681,                 0.2886,                0.80432,              0.0090744,              0.0090744,              0.0090744
                    189,                0.42189,                0.43641,                0.27787,                0.79618,                 0.9965,                0.98946,                0.99258,                 0.9023,                0.98951,                0.98252,                0.98934,                0.78798,                0.48379,                0.66774,                0.29282,                0.80326,              0.0090694,              0.0090694,              0.0090694
                    190,                0.42735,                0.44478,                0.27573,                 0.7958,                0.99663,                0.97917,                0.99072,                0.90359,                 0.9931,                0.97569,                0.98924,                0.79584,                0.50498,                0.68729,                0.29482,                0.80742,              0.0090644,              0.0090644,              0.0090644
                    191,                0.41863,                0.44339,                0.27343,                0.79393,                      1,                0.97883,                0.99295,                0.90036,                0.99645,                0.97535,                0.99047,                0.78854,                 0.5161,                0.66839,                0.31053,                0.80925,              0.0090595,              0.0090595,              0.0090595
                    192,                0.42719,                0.45622,                0.27801,                0.79367,                0.99653,                0.99593,                0.99497,                 0.9065,                 0.9936,                0.98611,                 0.9926,                0.79009,                0.49991,                0.71487,                0.28758,                0.80714,              0.0090545,              0.0090545,              0.0090545
                    193,                0.41975,                0.43691,                0.27626,                0.79316,                0.99301,                0.99306,                0.99493,                0.91209,                0.99868,                0.98611,                0.99417,                0.79355,                0.49543,                0.69819,                0.28993,                0.80472,              0.0090496,              0.0090496,              0.0090496
                    194,                0.41304,                0.43367,                 0.2781,                0.79698,                0.99634,                0.98611,                0.99466,                0.90533,                0.99284,                0.98264,                0.99285,                0.80218,                0.49489,                 0.6713,                0.28855,                0.80418,              0.0090446,              0.0090446,              0.0090446
                    195,                0.44254,                0.46304,                 0.2798,                0.79417,                0.99651,                0.99282,                0.99493,                0.90473,                0.99303,                0.98935,                0.99458,                0.79049,                0.49216,                 0.6644,                 0.2857,                0.80645,              0.0090397,              0.0090397,              0.0090397
                    196,                0.42353,                0.43587,                0.28116,                0.79284,                0.99649,                0.98582,                 0.9929,                0.90145,                0.99649,                0.98582,                0.99453,                0.79321,                0.50401,                0.69596,                0.28675,                0.80809,              0.0090347,              0.0090347,              0.0090347
                    197,                0.42367,                0.44827,                0.28163,                0.79727,                0.99369,                0.98611,                 0.9928,                0.90842,                0.99259,                0.98264,                0.99077,                0.80137,                0.50319,                 0.7181,                0.29087,                0.80752,              0.0090298,              0.0090298,              0.0090298
                    198,                0.41357,                0.45661,                0.27597,                0.79449,                0.99554,                0.98958,                0.99473,                0.90512,                0.99204,                0.98611,                0.99072,                0.80831,                0.50054,                0.72375,                0.29947,                0.80467,              0.0090248,              0.0090248,              0.0090248
                    199,                0.42692,                0.45748,                0.28701,                0.79581,                 0.9965,                0.98835,                0.99444,                0.89592,                0.99299,                0.98396,                0.99064,                0.80146,                0.52276,                 0.7791,                0.29578,                0.80879,              0.0090199,              0.0090199,              0.0090199
                    200,                0.42122,                0.44814,                0.27675,                0.79495,                0.99562,                0.98958,                0.99216,                0.90639,                0.99317,                0.98611,                0.99022,                0.80722,                0.50346,                0.70464,                0.29649,                0.80868,              0.0090149,              0.0090149,              0.0090149
                    201,                0.42819,                0.44848,                0.28082,                0.79821,                      1,                0.98941,                0.99284,                0.90515,                0.99649,                0.98597,                0.99086,                0.79754,                0.51698,                0.69811,                0.30243,                0.80672,                0.00901,                0.00901,                0.00901
